LOCALIDADES,San Miguel Agua Bendita,Buenavista,San Lorenzo Querndaro,Guarda la Lagunita (Las Canoas),San Jernimo de los Jarros,San Isidro Boxipe,San Jernimo Bonchete,San Antonio Villalongn,San Francisco Curungueo,San Juan Jalpa Centro,Pursima Concepcin Mayorazgo (Mayorazgo),Senguio,Sitio Ejido,Ejido Loma de Malacota (Loma de Malacota),Tzintzingareo,San Felipe los Alzati (Colonia Nueva),Jalpa de los Baos,Tuzantla,Santa Cruz Bombatevi,Barrio San Joaqun la Cabecera,Barrio de San Pedro la Cabecera,San Sebastin Buenos Aires (San Sebastin),La Puerta del Pilar,Barrio San Joaqun el Junco,San Juan,Zacazonapan,Bombatevi Ejido (Ejido Santa Cruz Bombatevi),Manzana de San Luis,Irimbo,San Juan Xoconusco,San Lucas Ocotepec,Cieneguillas de Guadalupe,San Agustn Citlali,Tecoac (Santa Mara Nativitas),San Ildefonso Tultepec (Centro),Santa Ana la Ladera,San Felipe Santiago,San Lorenzo Malacota,San Lorenzo Toxico,San Felipe Santiago,Dolores Hidalgo,San Marcos de la Loma,Mextepec (Ex-Hacienda Mextepec),San Jernimo Ixtapantongo,Tlalpujahua de Rayn,San Antonio de las Huertas,Barrio Cuarto (La Loma),San Agustn de las Palmas (San Agustn),Benito Jurez,Santiago Puriatzcuaro,Emilio Portes Gil,Santiago Coachochitln,Manzana Tercera de Santa Cruz Tepexpan,San Lucas Totolmaloya,Ocampo,Guadalupe Cachi,Villa Victoria,Santa Clara de Jurez,San Juan de las Manzanas,Pueblo Nuevo,Los Reyes,Agostitln,Villa de Acambay de Ruz Castaeda,Santa Mara del Llano,Calvario del Carmen,Contepec,San Pedro del Rosal,San Matas Grande,San Cristbal los Baos,San Felipe del Progreso,San Ildefonso,Pueblo Nuevo,La Magdalena,Santa Ana Ixtlahuaca (Santa Ana Ixtlahuacingo),Tungareo,Mineral de Angangueo,Manzana Cuarta de Santa Cruz Tepexpan,San Antonio Enchisi,San Agustn Mextepec,San Pedro el Alto,Santiago Casandeje,San Bartolo Cuitareo,San Simn de la Laguna,Jungapeo de Jurez,San Juan Coajomulco,San Miguel la Labor,Colorines,El Oro de Hidalgo,San Miguel Tenochtitln,Santiago Acutzilapan,San Nicols Guadalupe,Santa Mara Citendeje,Rincn de Nicols Romero (Cedros Tercera Manzana),Ixtlahuaca de Rayn,San Francisco Tepeolulco,La Concepcin los Baos,Emiliano Zapata (Santo Domingo),San Lorenzo Tlacotepec,Jocotitln,Santo Domingo de Guzmn,Tuxpan,San Pedro los Baos,San Bartolo del Llano,Temascalcingo de Jos Mara Velasco,Atlacomulco de Fabela,Valle de Bravo,Maravato de Ocampo,Ciudad Hidalgo,Herica Zitcuaro, 
Benito Jurez,83.585,124.004,69.707,91.298,166.234,110.867,110.023,125.442,33.803,120.966,104.71,93.785,88.007,144.941,84.063,37.244,147.677,28.286,157.051,124.148,125.027,162.612,79.42,126.029,87.676,90.019,157.866,62.412,76.901,30.451,116.263,98.614,104.964,153.139,211.661,113.273,136.18,144.231,120.097,59.67,116.465,87.58,87.39,125.074,93.456,98.087,153.335,49.291,0,105.398,120.885,148.5,131.514,206.129,52.847,136.032,73.564,160.373,135.641,152.884,144.214,77.029,176.246,134.935,112.033,140.628,154.964,87.482,153.028,112.363,129.691,184.179,159.612,113.509,111.304,63.265,129.358,151.022,119.982,116.358,121.35,83.261,81.02,37.57,118.196,104.699,66.848,102.012,162.309,161.854,107.256,162.287,33.415,127.985,172.492,148.517,132.419,161.448,144.194,132.009,57.303,145.879,129.366,155.862,156.271,108.378,102.404,76.524,29.013, 
Santiago Puriatzcuaro,103.822,54.756,36.868,86.628,93.976,114.822,116.503,69.172,72.69,102.672,101.945,53.453,136.125,131.268,26.712,67.72,126.557,132.026,98.527,128.271,128.61,132.41,127.538,128.845,135.794,197.052,95.678,75.6,37.44,98.793,106.044,167.19,144.342,100.514,146.415,125.031,139.523,137.657,137.312,107.788,106.69,135.698,135.508,131.649,71.468,123.838,122.914,118.43,105.398,0,99.571,68.072,122.76,130.273,66.539,116.195,120.883,121.267,123.316,129.71,110.268,59.235,100.39,116.496,99.764,60.199,95.015,32.156,106.595,89.544,119.181,108.323,79.184,119.571,32.048,69.546,121.165,99.048,99.509,103.48,81.211,41.499,128.339,62.558,83.894,108.861,158.871,65.156,94.972,101.36,100.683,82.583,81.596,115.971,75.506,104.418,119.112,89.821,103.803,113.535,49.764,104.784,118.584,75.434,87.226,155.697,21.949,31.15,76.633, 
Emilio Portes Gil,29.951,63.684,106.174,31.511,35.092,6.779,11.926,160.692,98.342,11.046,16.096,71.005,32.5,35.991,95.331,82.518,8.491,147.513,23.449,24.338,25.187,49.603,44.84,22.063,104.338,167.351,26.724,69.225,102.073,94.105,9.223,49.138,30.05,26.519,85.041,11.972,36.664,42.38,33.596,64.096,2.84,29.56,29.898,25.853,48.654,18.889,41.872,78.374,120.885,99.571,0,37.795,30.364,75.678,68.001,14.701,48.361,46.217,14.956,43.927,24.485,137.046,45.795,30.713,25.904,57.165,31.154,105.955,13.059,10.405,20.088,53.728,48.908,10.005,80.446,60.546,28.769,31.363,1.997,5.543,19.068,103.749,71.698,115.181,15.914,15.657,102.23,42.052,17.474,37.499,19.684,23.5,90.68,23.268,29.578,10.346,18.784,27.02,21.466,24.577,117.32,14.001,26.35,45.158,22.983,84.704,78.762,97.012,90.621, 
Santiago Coachochitln,39.036,32.185,74.675,28.515,16.01,42.94,44.621,129.193,115.792,30.79,30.063,52.34,68.661,59.78,63.832,110.822,55.069,175.128,20.104,56.783,57.122,60.922,66.859,57.357,136.566,199.579,24.19,71.537,70.574,155.178,34.162,95.702,72.854,29.026,74.927,53.543,68.035,66.169,65.824,125.17,34.808,62.626,66.059,60.161,29.14,51.956,51.426,139.448,148.5,68.072,37.795,0,61.219,68.732,70.561,54.654,112.918,59.726,61.775,68.169,48.727,104.336,38.849,54.955,37.853,24.423,33.474,82.35,45.054,27.633,57.64,27.743,11.424,46.031,47.704,63.106,59.624,37.507,37.598,41.569,19.3,86.6,133.097,105.075,21.983,46.95,155.86,18.616,25.857,39.819,38.772,20.672,124.114,54.43,10.348,42.877,57.571,17.034,42.262,51.994,92.281,43.243,57.043,7.674,25.685,138.101,46.02,79.863,119.15, 
Manzana Tercera de Santa Cruz Tepexpan,54.555,86.873,144.874,60.241,48.303,23.934,40.656,200.609,108.971,37.702,44.826,107.028,44.993,13.998,118.52,112.411,29.746,158.142,39.12,7.051,5.497,33.143,71.001,8.645,86.121,149.134,39.935,97.955,125.262,104.733,37.953,45.257,22.409,35.208,93.73,19.17,8.655,16.706,15.379,74.725,32.948,40.915,33.864,11.448,83.828,41.317,30.94,89.003,131.514,122.76,30.364,61.219,0,85.732,125.274,15.618,63.475,33.547,16.102,21.535,23.816,149.456,55.849,12.847,54.463,80.538,34.567,159.909,32.631,47.81,9.94,63.782,74.49,24.201,103.819,89.105,2.558,30.625,29.289,26.016,50.078,155.688,83.654,127.591,49.443,44.216,106.417,64.568,41.911,41.457,46.128,41.889,103.09,7.237,52.094,28.119,11.899,41.051,23.796,10.483,129.73,25.481,7.278,68.924,35.874,88.658,102.135,148.951,103.031, 
San Lucas Totolmaloya,87.714,94.386,136.876,89.275,43.859,80.823,82.504,191.394,183.586,68.673,73.86,114.541,119.608,83.95,126.033,187.026,79.239,232.757,52.145,80.953,81.292,74.227,145.616,81.527,160.736,223.749,49.273,126.989,132.775,179.348,72.045,119.872,97.024,53.196,10.094,77.713,92.205,90.339,89.994,149.34,72.691,100.509,104.61,84.331,91.341,89.839,64.487,163.618,206.129,130.273,75.678,68.732,85.732,0,125.077,80.36,138.624,74.307,87.481,93.875,74.433,167.011,30.887,80.661,82.98,87.098,59.18,145.025,70.76,65.036,83.346,37.559,48.267,83.736,110.379,117.622,85.33,63.213,75.001,78.972,67.304,149.275,158.803,167.75,66.669,84.353,181.566,81.611,59.137,65.525,83.899,59.115,178.239,80.136,62.331,68.583,83.277,53.985,67.968,77.7,154.956,68.949,82.749,51.625,51.391,163.807,108.695,142.538,178.18, 
Ocampo,42.576,69.162,28.692,40.865,85.106,73.146,62.765,83.21,20.138,62.37,54.277,36.089,83.574,140.508,32.604,15.169,70.788,79.475,73.463,119.715,120.594,110.414,74.987,121.596,83.243,144.501,76.738,12.242,24.591,46.242,59.409,94.181,100.531,78.518,131.882,78.339,131.747,139.798,115.664,55.237,65.014,83.147,82.957,120.641,43.023,62.194,100.918,65.879,52.847,66.539,68.001,70.561,125.274,125.077,0,83.643,68.256,107.446,81.276,147.576,95.718,53.516,95.835,129.627,52.635,61.584,81.194,43.453,68.72,60.121,124.383,103.768,81.379,76.325,54.692,11.023,124.05,83.221,67.892,71.863,69.108,41.247,75.712,31.651,65.954,54.937,106.244,49.77,67.514,87.539,52.306,73.54,28.969,122.677,70.693,73.28,85.104,77.06,89.253,126.701,21.755,76.935,124.058,77.629,73.023,103.07,45.792,34.51,24.006, 
Guadalupe Cachi,41.514,80.308,122.798,47.2,41.738,10.893,27.615,177.316,113.489,19.819,31.785,100.463,33.372,21.092,111.955,116.929,12.891,162.66,32.555,10.639,11.178,38.763,54.227,9.819,90.639,153.652,33.37,84.914,118.697,109.251,24.912,49.775,20.529,28.643,87.165,5.163,22.09,30.141,19.897,79.243,19.907,29.534,30.77,12.847,77.263,28.276,29.486,93.521,136.032,116.195,14.701,54.654,15.618,80.36,83.643,0,48.169,38.914,6.57,31.425,16.639,154.665,48.741,16.849,41.593,73.43,27.459,131.357,16.559,26.094,7.844,56.674,67.382,11.332,96.711,76.235,14.194,23.517,16.42,13.146,34.757,135.607,88.863,132.8,31.603,31.346,111.626,57.461,34.804,34.349,33.258,34.782,108.299,8.693,44.987,13.837,5.363,33.943,16.689,10.002,134.939,9.879,11.775,61.816,28.766,93.867,95.027,128.87,108.24, 
Villa Victoria,37.424,80.42,86.924,46.062,100.002,41.931,41.087,142.659,51.021,52.03,44.988,111.002,19.071,78.709,101.28,54.461,81.445,100.192,90.819,57.916,58.795,96.38,6.763,59.797,34.62,104.325,91.634,79.629,94.118,46.784,47.327,29.678,36.028,86.907,145.429,44.337,69.948,77.999,53.865,16.775,47.529,18.644,18.454,58.842,63.204,29.151,87.103,31.053,73.564,120.883,48.361,112.918,63.475,138.624,68.256,48.169,0,93.097,68.365,85.608,76.938,92.406,108.97,67.659,38.469,83.115,87.688,102.859,85.752,50.833,62.415,116.903,127.611,45.022,126.681,78.642,62.082,83.746,46.419,42.795,61.661,98.638,27.058,70.541,58.507,31.136,57.59,57.594,95.033,94.578,33.692,95.011,46.04,60.709,105.216,81.241,65.143,94.172,76.918,64.733,72.68,78.603,62.09,122.045,88.995,45.367,117.781,91.901,45.981, 
Santa Clara de Jurez,69.442,85.38,127.87,71.003,46.81,50.61,57.701,182.388,137.83,50.401,55.588,105.535,73.851,19.549,117.027,141.27,38.986,187.001,37.746,35.197,32.169,2.767,99.86,35.77,114.98,177.993,38.442,108.717,123.769,133.592,53.773,74.116,51.268,31.571,81.113,37.46,27.493,16.469,44.238,103.584,54.419,67.592,60.541,38.574,82.335,67.994,9.651,117.862,160.373,121.267,46.217,59.726,33.547,74.307,107.446,38.914,93.097,0,41.12,12.345,22.109,159.22,43.754,23.582,67.726,79.307,27.064,137.234,42.265,49.782,36.984,51.687,62.395,49.218,102.588,102.368,34.987,31.473,49.56,51.033,52.05,141.484,112.441,156.378,51.415,62.621,135.204,66.54,43.883,21.517,68.645,43.861,131.877,33.774,51.994,37.753,36.916,39.82,23.571,31.339,158.517,35.115,29.104,67.693,34.644,117.445,100.904,134.747,131.818, 
San Juan de las Manzanas,39.147,87.429,129.919,44.833,48.859,8.526,25.248,184.437,113.098,23.308,29.418,107.584,29.345,27.567,119.076,116.538,17.772,162.269,39.676,10.248,11.097,45.238,51.86,7.973,90.248,153.261,40.491,82.547,125.818,108.86,22.545,49.384,15.96,35.764,94.286,9.105,22.574,30.625,19.506,78.852,17.541,25.507,26.743,11.763,84.384,25.909,35.961,93.13,135.641,123.316,14.956,61.775,16.102,87.481,81.276,6.57,68.365,41.12,0,35.461,26.791,131.356,58.824,17.334,39.226,83.513,37.542,141.809,21.44,23.727,5.998,66.757,77.465,8.965,106.794,73.868,14.679,33.6,14.053,10.78,32.39,137.588,66.007,109.491,29.236,28.979,96.539,55.374,30.796,44.432,30.891,36.822,84.99,9.178,42.9,18.718,4.021,44.026,26.771,10.487,111.63,15.627,12.26,71.899,38.849,92.159,105.11,130.851,84.931, 
Pueblo Nuevo,77.156,93.823,136.313,78.717,55.253,43.121,55.411,190.831,130.341,44.652,63.302,113.978,66.362,7.537,125.47,133.781,36.696,179.512,46.07,27.708,24.68,11.942,92.371,28.281,107.491,170.504,46.885,116.431,132.212,126.103,52.708,66.627,43.779,42.158,100.68,35.171,15.481,5.75,36.749,96.095,46.271,60.103,53.052,31.085,90.778,60.505,21.952,110.373,152.884,129.71,43.927,68.169,21.535,93.875,147.576,31.425,85.608,12.345,35.461,0,18.639,170.753,60.13,16.093,70.036,84.819,33.914,142.746,36.913,52.092,29.494,68.063,78.771,41.728,108.1,104.678,21.152,34.907,46.817,43.543,54.36,146.996,104.951,148.888,53.725,57.269,127.714,68.85,46.193,28.368,63.655,46.171,124.387,26.284,56.376,32.401,29.426,45.332,23.088,23.849,151.027,29.763,21.615,73.205,40.155,109.955,106.416,140.259,124.328, 
Los Reyes,57.714,74.381,116.871,59.275,35.811,20.158,35.969,171.389,121.671,25.21,43.86,94.536,45.227,12.576,106.028,125.111,17.254,170.842,26.628,19.038,19.376,24.306,83.701,19.611,98.821,161.834,27.443,96.989,112.77,117.433,33.266,57.957,35.109,22.716,81.238,15.728,20.519,18.965,28.079,87.425,26.829,41.389,42.625,22.415,71.336,37.541,16.575,101.703,144.214,110.268,24.485,48.727,23.816,74.433,95.718,16.639,76.938,22.109,26.791,18.639,0,158.998,43.75,7.766,53.656,68.439,22.469,126.366,20.533,35.712,17.739,51.683,62.391,29.972,91.72,88.298,19.723,11.421,27.828,31.787,37.98,130.616,93.196,137.133,37.345,40.889,115.959,52.47,29.813,29.359,44.916,29.791,112.632,14.529,39.996,16.021,17.67,28.952,4.951,12.093,139.272,13.383,17.142,56.825,23.775,98.2,90.036,123.879,112.573, 
Agostitln,95.486,82.157,32.467,93.775,121.377,130.616,129.772,24.459,44.32,115.28,107.187,51.938,107.756,164.69,44.078,39.35,167.426,103.657,125.928,143.897,144.776,159.811,99.169,145.778,107.425,168.683,123.079,64.889,35.054,70.423,112.319,118.363,124.713,127.915,173.816,133.022,155.929,163.98,139.846,79.419,136.214,107.329,107.139,144.823,84.553,117.836,150.315,90.061,77.029,59.235,137.046,104.336,149.456,167.011,53.516,154.665,92.406,159.22,131.356,170.753,158.998,0,137.193,153.809,105.546,97.003,131.818,30.913,143.398,126.347,148.565,145.126,115.987,132.383,67.679,63.934,148.232,135.851,138.856,135.232,118.014,17.84,99.894,32.018,120.697,123.573,130.426,91.68,131.775,138.163,126.13,119.386,53.151,146.859,112.309,141.221,151.293,126.624,140.606,150.883,26.21,141.587,148.24,112.237,124.029,127.252,58.779,27.036,48.188, 
Villa de Acambay de Ruz Castaeda,57.831,64.503,106.993,59.392,14.329,50.94,52.621,161.511,153.703,38.79,43.977,84.658,89.725,54.067,96.15,157.143,49.356,202.874,22.262,51.07,51.409,44.344,115.733,51.644,130.853,193.866,19.39,97.106,102.892,149.465,42.162,89.989,67.141,23.313,37.692,47.83,62.322,60.456,60.111,119.457,42.808,70.626,74.727,54.448,61.458,59.956,34.604,133.735,176.246,100.39,45.795,38.849,55.849,30.887,95.835,48.741,108.97,43.754,58.824,60.13,43.75,137.193,0,50.113,52.431,56.55,28.632,114.477,40.212,34.487,52.798,8.196,18.904,53.188,79.831,87.073,54.782,32.665,44.452,48.423,36.755,118.727,128.255,137.202,36.12,53.804,151.018,51.063,28.588,34.977,53.35,28.566,147.691,49.588,31.783,38.035,52.729,23.437,37.42,47.152,124.408,38.401,52.201,22.262,20.842,133.259,78.147,111.99,147.632, 
Santa Mara del Llano,55.615,80.609,123.099,61.301,42.039,24.994,41.716,177.617,112.392,31.438,45.886,100.764,37.517,10.03,112.256,115.832,23.482,161.563,32.856,10.472,8.917,27.701,74.422,11.009,89.542,152.555,33.671,99.015,118.998,108.154,39.013,48.678,25.83,28.944,87.466,20.23,10.135,16.419,18.8,78.146,33.057,41.975,34.924,13.812,77.564,42.377,18.424,92.424,134.935,116.496,30.713,54.955,12.847,80.661,129.627,16.849,67.659,23.582,17.334,16.093,7.766,153.809,50.113,0,55.696,71.605,25.635,129.532,23.699,38.878,13.361,54.849,65.557,25.434,94.886,90.338,11.252,21.693,30.523,27.249,41.146,133.782,87.075,131.012,40.511,45.449,109.838,55.636,32.979,27.978,47.361,32.957,106.511,10.658,43.162,19.187,13.132,32.118,12.215,11.717,133.151,16.549,5.852,59.991,26.941,92.079,93.202,127.045,106.452, 
Calvario del Carmen,9.754,63.877,73.312,22.625,43.009,31.049,18.943,127.83,72.168,20.273,12.181,62.119,37.931,63.973,77.224,67.199,28.691,138.661,31.366,48.609,49.458,68.317,35.988,46.334,73.089,142.794,34.641,53.906,69.211,85.253,17.312,54.569,47.858,36.421,89.785,36.242,60.935,70.362,57.867,55.244,22.917,28.941,35.329,50.124,39.768,20.577,58.821,69.522,112.033,99.764,25.904,37.853,54.463,82.98,52.635,41.593,38.469,67.726,39.226,70.036,53.656,105.546,52.431,55.696,0,59.677,39.097,89.786,26.624,18.024,44.313,61.671,49.052,34.229,80.59,44.377,52.993,41.124,25.796,29.767,27.011,87.58,65.527,82.876,23.857,11.001,96.059,34.156,25.417,45.442,6.58,31.443,58.013,47.492,31.722,31.184,43.008,34.963,47.156,48.801,72.98,34.839,50.574,45.302,30.926,83.836,78.906,80.843,57.954, 
Contepec,52.811,9.44,66.803,35.617,41.464,62.31,63.991,121.321,107.92,50.16,49.433,38.217,114.414,78.756,55.96,102.95,74.045,167.256,46.015,75.759,76.098,79.898,80.634,76.333,155.542,218.555,43.166,62.854,62.702,134.023,53.532,114.678,91.83,48.002,51.576,72.519,87.011,85.145,84.8,144.146,54.178,81.996,99.416,79.137,20.457,71.326,70.402,158.424,140.628,60.199,57.165,24.423,80.538,87.098,61.584,73.43,83.115,79.307,83.513,84.819,68.439,97.003,56.55,71.605,59.677,0,54.75,74.506,66.33,49.279,78.916,68.058,38.919,79.306,25.347,54.831,80.9,58.783,59.244,63.215,40.946,78.756,154.373,97.231,43.629,68.596,177.136,24.735,54.707,61.095,60.418,42.318,116.27,75.706,35.241,64.153,78.847,49.556,63.538,73.27,84.437,64.519,78.319,35.169,46.961,159.377,38.176,72.019,111.306, 
San Pedro del Rosal,43.19,59.128,101.618,44.751,20.558,30.978,37.98,156.136,132.421,24.149,29.336,79.283,68.443,30.607,90.775,135.861,28.074,181.592,11.494,29.788,30.127,27.654,94.451,30.362,109.571,172.584,12.19,82.465,97.517,128.183,27.521,68.707,45.859,5.319,65.985,26.548,41.04,36.996,38.829,98.175,28.167,55.985,53.445,33.166,56.083,45.315,18.158,112.453,154.964,95.015,31.154,33.474,34.567,59.18,81.194,27.459,87.688,27.064,37.542,33.914,22.469,131.818,28.632,25.635,39.097,54.75,0,110.982,19.588,23.53,32.174,36.299,47.007,32.564,76.336,76.116,34.159,4.675,29.218,30.424,25.798,115.232,107.631,151.568,25.163,42.279,130.394,40.288,17.631,7.156,42.393,17.609,127.067,28.964,25.742,17.411,32.106,13.568,10.556,26.529,120.913,17.778,31.578,41.441,8.392,112.635,74.652,108.495,127.008, 
San Matas Grande,80.531,60.171,18.952,78.82,99.391,141.069,140.225,46.056,54.774,108.087,92.231,36.408,118.209,136.683,19.457,49.804,131.972,114.11,103.942,154.35,155.229,137.825,109.622,156.231,117.878,179.136,101.093,57.684,19.524,80.877,97.363,128.816,135.166,105.929,151.83,130.446,166.382,143.072,150.299,89.872,102.968,117.782,117.592,155.276,69.023,128.289,128.329,100.514,87.482,32.156,105.955,82.35,159.909,145.025,43.453,131.357,102.859,137.234,141.809,142.746,126.366,30.913,114.477,129.532,89.786,74.506,110.982,0,127.952,110.901,159.022,129.68,100.541,142.84,52.233,46.453,158.689,120.405,120.866,124.837,102.568,13.177,110.351,44.57,105.251,90.368,140.883,76.234,116.329,122.717,87.737,103.94,63.608,137.328,96.863,125.775,140.469,111.178,125.16,134.892,31.776,126.141,158.697,96.791,108.583,137.709,43.333,8.87,58.645, 
San Cristbal los Baos,30.717,70.708,113.198,32.277,32.138,17.655,24.542,167.716,130.485,8.453,16.862,90.863,43.377,30.85,102.355,83.284,4.201,179.656,22.955,27.852,28.191,46.976,55.872,28.426,107.635,170.648,23.77,69.991,109.097,126.247,15.048,66.771,43.923,19.043,77.565,13.927,39.104,37.239,36.893,96.239,10.229,40.592,40.775,31.23,67.663,29.921,36.731,110.517,153.028,106.595,13.059,45.054,32.631,70.76,68.72,16.559,85.752,42.265,21.44,36.913,20.533,143.398,40.212,23.699,26.624,66.33,19.588,127.952,0,9.9,27.42,43.091,53.799,20.945,83.128,61.415,29.405,9.934,15.277,16.483,17.354,122.024,102.877,146.814,14.2,28.338,125.64,39.578,10.874,20.766,27.693,16.9,122.313,24.21,27.104,4.608,27.352,20.36,15.489,21.775,148.953,8.026,26.824,48.233,15.183,107.881,81.444,115.287,122.254, 
San Felipe del Progreso,22.117,53.657,96.147,23.678,25.065,15.55,17.231,150.665,79.654,3.4,8.263,73.812,41.271,46.029,85.304,74.685,11.818,138.991,13.422,43.032,43.37,50.373,48.352,30.835,122.815,185.828,16.697,61.392,92.046,97.617,6.448,81.951,38.821,18.477,71.841,20.743,54.283,52.418,52.073,67.608,7.418,35.236,38.669,34.625,41.471,24.566,40.877,81.886,112.363,89.544,10.405,27.633,47.81,65.036,60.121,26.094,50.833,49.782,23.727,52.092,35.712,126.347,34.487,38.878,18.024,49.279,23.53,110.901,9.9,0,29.15,43.723,38.903,19.067,70.441,52.662,46.57,23.176,10.634,14.605,9.063,109.337,76.076,91.162,5.909,19.986,106.608,32.047,7.469,27.494,18.939,13.495,95.059,41.376,19.573,14.602,27.846,17.015,29.208,38.94,81.266,18.257,43.989,35.153,12.978,125.047,68.757,102.6,95, 
San Ildefonso,44.28,83.294,143.051,49.966,44.724,13.658,30.381,198.786,107.148,28.44,34.551,103.449,26.182,21.755,114.941,110.588,26.167,156.319,35.541,4.298,5.147,41.102,69.178,2.023,84.298,147.311,36.356,87.68,121.683,102.91,27.678,43.434,14.807,31.629,90.151,11.225,16.412,24.463,9.893,72.902,22.673,30.64,23.589,5.813,80.249,31.042,31.825,87.18,129.691,119.181,20.088,57.64,9.94,83.346,124.383,7.844,62.415,36.984,5.998,29.494,17.739,148.565,52.798,13.361,44.313,78.916,32.174,159.022,27.42,29.15,0,60.807,71.515,13.873,100.844,78.777,8.28,27.65,18.961,15.688,37.299,153.239,81.205,125.142,34.145,33.888,103.968,61.593,38.936,38.482,35.8,38.914,100.641,3.227,49.119,25.144,2.776,38.076,20.821,6.611,127.281,22.506,7.165,65.949,32.899,86.209,99.16,146.502,100.582, 
Pueblo Nuevo,65.764,72.436,114.926,67.325,9.725,58.873,60.554,169.444,161.636,46.723,51.91,92.591,97.658,62,104.083,165.076,57.289,210.807,21.774,59.003,59.342,52.277,123.666,59.577,138.786,201.799,17.303,105.039,110.825,157.398,50.095,97.922,75.074,31.246,44.365,55.763,70.255,68.389,68.044,127.39,50.741,78.559,82.66,62.381,69.391,67.889,42.537,141.668,184.179,108.323,53.728,27.743,63.782,37.559,103.768,56.674,116.903,51.687,66.757,68.063,51.683,145.126,8.196,54.849,61.671,68.058,36.299,129.68,43.091,43.723,60.807,0,14.843,61.102,87.745,94.988,62.696,40.579,52.367,56.338,44.67,126.641,136.169,145.116,44.035,61.719,158.932,42.897,36.503,42.891,61.265,36.481,155.605,57.502,23.304,45.949,60.643,18.704,45.334,55.066,132.322,46.315,60.115,18.202,28.757,141.173,86.061,119.904,155.546, 
La Magdalena,50.148,43.297,85.787,39.627,22.536,54.053,55.734,140.305,126.904,41.903,41.176,63.452,79.774,72.708,74.944,121.934,67.997,186.24,38.151,69.711,70.05,62.985,77.971,70.285,149.494,212.507,35.302,82.649,81.686,168.106,45.275,108.63,85.782,41.954,55.073,66.471,80.963,79.097,78.752,138.098,45.921,73.739,77.172,73.089,40.252,63.069,53.245,152.376,159.612,79.184,48.908,11.424,74.49,48.267,81.379,67.382,127.611,62.395,77.465,78.771,62.391,115.987,18.904,65.557,49.052,38.919,47.007,100.541,53.799,38.903,71.515,14.843,0,57.291,58.964,74.366,73.403,51.286,48.858,52.829,30.56,97.86,146.876,116.335,33.243,58.21,169.639,29.876,37.117,53.598,50.032,31.932,135.374,68.209,21.748,56.656,71.35,28.434,56.041,65.773,103.541,57.022,70.822,4.207,39.464,151.88,57.28,91.123,130.41, 
Santa Ana Ixtlahuaca (Santa Ana Ixtlahuacingo),31.27,83.684,126.869,39.882,45.114,3.575,20.297,182.604,90.966,18.357,24.467,79.376,23.77,35.665,115.331,94.406,15.084,140.137,31.82,18.347,19.196,53.336,42.54,16.072,86.264,149.277,36.746,77.596,122.073,86.729,17.594,40.408,24.058,32.019,90.541,5.981,30.673,38.724,27.605,56.72,12.59,19.932,21.168,19.862,57.025,15.001,44.059,70.998,113.509,119.571,10.005,46.031,24.201,83.736,76.325,11.332,45.022,49.218,8.965,41.728,29.972,132.383,53.188,25.434,34.229,79.306,32.564,142.84,20.945,19.067,13.873,61.102,57.291,0,102.804,68.918,22.323,29.61,9.103,5.829,27.44,134.549,62.969,106.452,24.286,19.327,93.501,50.424,25.846,40.442,22.75,31.872,81.951,16.822,37.95,16.03,12.338,40.036,22.782,18.131,108.591,15.972,19.904,53.53,31.355,75.975,101.12,127.812,81.892, 
Tungareo,74.591,16.876,37.479,57.397,64.745,85.591,87.272,91.997,78.596,73.441,72.714,29.795,137.695,102.037,26.636,73.626,97.326,137.932,69.296,99.04,99.379,103.179,102.414,99.614,178.823,241.836,66.447,68.923,33.378,104.699,76.813,137.959,115.111,71.283,117.184,95.8,110.292,108.426,108.081,113.694,77.459,105.277,122.697,102.418,42.237,94.607,93.683,124.336,111.304,32.048,80.446,47.704,103.819,110.379,54.692,96.711,126.681,102.588,106.794,108.1,91.72,67.679,79.831,94.886,80.59,25.347,76.336,52.233,83.128,70.441,100.844,87.745,58.964,102.804,0,57.797,101.441,79.324,79.785,83.756,61.487,50.049,134.305,68.524,64.17,89.137,164.837,45.433,75.248,81.636,80.959,62.859,87.563,96.247,55.782,84.694,99.388,70.097,84.079,93.811,55.73,85.06,98.86,55.71,67.502,179.918,9.47,43.312,82.599, 
Mineral de Angangueo,35.122,53.877,31.699,33.411,77.651,65.691,55.311,86.217,30.556,54.915,46.822,39.096,93.992,98.615,35.611,25.587,63.333,89.893,66.008,83.251,84.1,102.959,59.38,80.976,93.661,154.919,69.283,11.411,27.598,56.66,51.954,104.599,110.949,71.063,124.427,70.884,95.577,105.004,92.509,65.655,57.559,61.402,93.375,84.766,35.568,54.74,93.463,76.297,63.265,69.546,60.546,63.106,89.105,117.622,11.023,76.235,78.642,102.368,73.868,104.678,88.298,63.934,87.073,90.338,44.377,54.831,76.116,46.453,61.415,52.662,78.777,94.988,74.366,68.918,57.797,0,87.653,75.785,60.456,64.427,61.672,46.771,86.129,42.068,58.518,47.501,116.661,42.333,60.078,80.103,44.87,66.104,39.386,82.152,63.256,65.844,77.668,69.624,81.817,83.461,32.172,69.499,85.234,70.192,65.587,113.487,51.316,40.034,34.423, 
