LOCALIDADES,La Ermita (Nueva Jerusaln),Tecario,Zipiajo,Huaniqueo de Morales,Erongarcuaro,Santa Mara Huiramangaro (San Juan Tumbio),Urutaro,San Nicols Obispo,Quinceo,Arantepacua,Fraccionamiento Puerta del Sol,Campestre Tarmbaro,Jarcuaro,Ziracuaretiro,Puerto de Buenavista (Lzaro Crdenas),Zirahun,Galeana,Huiramba,Colonia Vista Bella (Lomas del Peaje),Zurumbeneo,Copndaro de Galeana,Naranja de Tapia,Tirndaro,Nocuptaro de Morelos,Sevina,Turcuaro,Tzintzuntzan,Ihuatzio,Santa Rosa (Santa Brbara),Toreo Bajo (El Toreo Bajo),Carcuaro de Morelos,Tjaro de los Izquierdo,Coeneo de la Libertad,San Antonio,Real Hacienda (Metrpolis),San Lorenzo,Villachuato,Cuto del Porvenir,Jess del Monte (La Capilla),Villa Jimnez,Villas de la Loma,San ngel Zurumucapio,Villa Magna,Cuanajo,Comachun,Santa Fe de la Laguna,San Francisco Pichtaro,Angamacutiro de la Unin,Capula,Caltzontzin,Charo,Panindcuaro,Fraccionamiento Metrpolis II,Fraccionamiento Galaxia Tarmbaro,Tarmbaro,Pedernales,La Aldea,Taretan,Villa Madero,Acuitzio del Canje,Huandacareo,Indaparapeo,Puruarn,Capcuaro,Tingambato,Fraccionamiento Misin del Valle,lvaro Obregn,Opopeo,Nahuatzen,Conjunto Habitacional Villas del Pedregal,Morelos,Chern,Santa Clara del Cobre,Quiroga,Nuevo San Juan Parangaricutiro,Ario de Rosales,Paracho de Verduzco,Tacmbaro de Codallos,Purundiro,Zacapu,Ptzcuaro,Uruapan,Morelia, 
Charo,122.377,110.188,107.459,92.805,91.47,95.18,20.955,37.344,131.243,126.729,26.034,16.736,88.122,114.479,21.658,94.185,148.414,53.987,75.967,6.337,58.537,94.675,92.058,146.304,116.876,121.316,67.168,79.34,128.925,126.997,152.379,26.661,106.399,29.906,24.122,147.055,145.134,53.371,27.357,127.736,34.09,108.353,33.702,66.095,115.954,64.554,104.441,144.125,40.469,122.308,0,118.399,24.98,25.617,28.843,111.831,12.777,124.241,69.245,51.324,70.26,10.836,119.963,146.745,108.89,14.985,18.431,86.483,121.902,32.598,29.051,127.427,91.138,60.206,141.18,117.207,163.162,94.447,130.295,100.797,76.158,129.67,20.763, 
Panindcuaro,156.049,124.781,44.405,32.829,58.172,67.241,88.874,75.673,69.097,64.583,95.529,91.576,65.404,100.747,101.831,77.483,28.955,88.09,90.559,115.11,80.22,27.602,29.393,196.467,57.471,68.109,67.389,80.645,128.472,124.594,202.542,83.711,43.345,81.851,95.846,107.94,25.675,75.035,105.837,10.33,71.679,94.621,71.718,96.816,67.072,58.397,57.954,24.666,66.423,125.703,118.399,0,94.695,94.931,86.667,157.601,93.672,134.279,118.45,100.529,94.942,102.301,148.111,101.234,82.655,93.587,95.311,100.698,54.707,71.881,84.202,58.003,105.353,61.467,124.921,131.422,83.928,140.217,39.103,21.09,84.417,122.965,97.774, 
Fraccionamiento Metrpolis II,110.79,98.6,81.115,66.461,79.882,83.592,15.003,26.729,119.655,115.141,6.212,11.571,76.534,102.891,15.193,82.597,122.07,42.399,64.379,28.472,30.421,83.673,81.056,134.717,105.288,109.728,56.166,67.752,117.337,115.409,140.792,20.709,80.055,18.904,1.184,135.467,118.79,22.246,18.561,101.393,23.088,96.765,22.7,54.508,104.366,53.552,92.853,117.781,29.467,110.72,24.98,94.695,0,1.414,17.682,100.168,12.362,112.578,57.582,39.661,50.275,35.072,108.3,135.082,97.227,16.851,25.599,74.82,110.239,20.477,17.388,115.764,79.475,48.085,129.517,105.544,151.499,82.784,79.104,88.676,64.495,118.007,9.34, 
Fraccionamiento Galaxia Tarmbaro,111.427,99.237,81.351,66.697,80.519,84.229,15.239,27.366,120.292,115.778,6.448,11.807,77.171,103.528,15.83,83.234,122.306,43.036,65.016,29.109,30.657,84.31,81.693,135.354,105.925,110.365,56.803,68.389,117.974,116.046,141.429,20.945,80.291,19.541,2.464,136.104,119.026,22.482,19.198,101.629,23.725,97.402,23.337,55.145,105.003,54.189,93.49,118.017,30.104,111.357,25.617,94.931,1.414,0,16.474,104.201,11.154,116.611,61.615,43.694,49.067,35.281,112.333,139.115,101.26,15.643,24.391,78.853,114.272,20.686,21.421,119.797,83.508,48.294,133.55,109.577,155.532,86.817,109.301,88.885,68.528,122.04,9.549, 
Tarmbaro,118.358,106.168,73.087,58.433,87.45,91.16,14.076,33.325,127.223,122.709,14.598,10.644,84.102,110.459,20.9,90.165,114.042,49.967,71.947,34.179,22.393,91.031,88.414,142.285,112.856,117.296,63.524,75.32,124.905,122.977,148.36,19.782,72.027,26.262,14.915,143.035,110.762,14.218,24.906,93.365,30.446,104.333,30.058,62.076,111.934,60.91,100.421,109.753,36.825,118.288,28.843,86.667,17.682,16.474,0,106.303,11.133,118.713,63.717,45.796,37.774,30.688,114.435,141.217,103.362,11.048,19.796,80.955,116.374,27.325,23.523,121.899,85.61,54.933,135.652,111.679,157.634,88.919,98.008,95.524,70.63,124.142,15.235, 
Pedernales,11.666,26.4,140.248,136.997,93.075,91.358,109.15,91.863,127.421,122.907,102.325,105.718,89.727,110.657,101.872,76.85,184.976,77.344,67.728,115.152,124.568,130.821,128.203,73.597,113.054,117.494,90.162,87.426,125.102,123.174,79.672,114.856,135.864,88.838,102.642,143.232,181.697,116.393,99.175,151.471,97.908,104.531,97.52,79.826,112.132,100.7,100.619,180.687,91.578,118.486,111.831,157.601,100.168,104.201,106.303,0,102.016,99.16,53.737,61.979,140.169,121.121,9.017,142.846,104.992,105.707,115.493,58.565,118.004,96.97,85.493,123.529,49.274,98.759,137.282,41.766,159.263,17.442,200.403,138.154,73.836,125.772,92.007, 
La Aldea,112.798,100.609,80.092,65.438,81.891,85.601,10.475,27.765,121.664,117.15,9.278,6.262,78.543,104.9,12.078,84.606,121.047,44.408,66.388,19.114,29.398,85.096,82.479,136.725,107.297,111.737,57.589,69.761,119.346,117.418,142.8,16.181,79.032,20.327,9.595,137.476,117.767,21.223,17.778,100.37,24.511,98.774,24.123,56.516,106.375,54.975,94.862,116.758,30.89,112.729,12.777,93.672,12.362,11.154,11.133,102.016,0,114.917,59.921,42,45.52,22.362,110.639,137.421,99.566,4.558,17.435,77.159,112.578,23.274,19.727,118.103,81.814,50.882,131.856,107.883,153.838,85.123,105.754,91.473,66.834,120.346,11.439, 
Taretan,92.854,86.331,116.926,127.569,61.459,42.447,121.56,104.273,50.973,54.987,114.735,118.128,58.111,14.356,114.282,41.452,161.654,73.958,52.11,127.562,136.978,107.499,104.881,182.379,64.143,60.4,66.84,64.104,25.024,23.096,188.454,127.266,112.542,101.248,115.052,43.154,158.375,128.803,111.585,128.149,97.55,17.953,97.589,60.956,63.221,77.378,51.708,157.365,88.165,18.407,124.241,134.279,112.578,116.611,118.713,99.16,114.917,0,104.3,86.379,152.102,133.055,90.007,42.384,27.516,117.641,127.426,62.804,75.726,98.104,97.427,72.085,57.619,74.687,36.82,58.753,58.801,102.323,163.639,89.159,54.676,25.31,103.94, 
Villa Madero,64.519,44.197,101.098,94.411,72.241,75.951,66.564,49.277,112.014,107.5,59.739,63.132,68.893,95.25,59.286,74.956,145.825,34.758,56.738,72.566,81.982,91.67,89.053,78.274,97.647,102.087,62.847,60.111,109.696,107.768,84.349,72.27,96.714,46.252,60.056,127.826,142.546,73.807,56.589,112.32,55.322,89.124,54.934,46.866,96.725,61.549,85.212,141.536,48.992,103.079,69.245,118.45,57.582,61.615,63.717,53.737,59.921,104.3,0,19.014,97.204,78.156,61.367,127.209,89.354,62.742,72.528,66.947,102.366,54.005,42.528,107.891,71.602,57.564,121.644,63.816,143.626,35.851,157.438,98.155,56.622,110.134,49.042, 
Acuitzio del Canje,72.761,52.439,83.177,76.49,54.32,58.03,48.643,31.356,94.093,89.579,41.818,45.211,50.972,77.329,41.365,57.035,127.904,16.837,38.817,54.645,64.061,73.749,71.132,96.688,79.726,84.166,44.926,42.19,91.775,89.847,102.763,54.349,78.793,28.331,42.135,109.905,124.625,55.886,38.668,94.399,37.401,71.203,37.013,28.945,78.804,43.628,67.291,123.615,31.071,85.158,51.324,100.529,39.661,43.694,45.796,61.979,42,86.379,19.014,0,79.976,60.928,68.919,109.981,72.126,45.514,55.3,49.719,85.138,36.777,25.3,90.663,54.374,40.336,104.416,80.443,126.398,43.403,140.21,80.927,39.394,92.906,31.814, 
Huandacareo,150.951,138.761,81.362,66.708,120.043,123.753,40.536,65.918,159.816,155.302,47.191,43.238,116.695,143.052,53.493,122.758,55.678,82.56,104.54,66.772,29.925,81.053,78.436,174.878,145.449,149.889,96.118,107.913,157.498,155.57,180.953,35.373,57.297,58.856,47.508,175.628,60.126,26.697,57.499,101.64,63.04,136.926,62.652,94.669,144.527,93.504,133.014,69.394,69.419,150.881,70.26,94.942,50.275,49.067,37.774,140.169,45.52,152.102,97.204,79.976,0,52.417,146.513,173.295,135.44,43.126,45.427,113.033,125.812,59.402,55.601,129.108,117.688,87.01,167.73,143.757,163.041,120.997,45.379,109.885,102.708,156.22,47.313, 
Indaparapeo,131.903,119.714,88.721,74.067,100.996,104.706,17.933,46.87,140.769,136.255,35.559,22.412,97.648,124.005,31.183,103.711,129.676,63.513,85.493,17.173,39.799,104.201,101.584,155.83,126.402,130.842,76.694,88.866,138.451,136.523,161.905,22.874,87.661,39.432,33.647,156.581,126.396,34.633,36.883,108.998,43.616,117.879,43.228,75.621,125.48,74.08,113.967,125.387,49.995,131.834,10.836,102.301,35.072,35.281,30.688,121.121,22.362,133.055,78.156,60.928,52.417,0,129.247,156.029,118.174,24.269,9.906,95.767,131.186,41.882,38.335,136.711,100.422,69.49,150.464,126.491,172.446,103.731,114.419,110.081,85.442,138.954,30.047, 
Puruarn,3.096,28.606,130.758,141.139,83.585,77.601,117.282,99.995,113.664,109.15,110.457,113.85,80.237,100.284,110.004,66.987,175.486,85.476,58.238,123.284,132.7,121.331,118.713,81.729,99.297,103.737,80.672,77.936,110.952,109.024,87.804,122.988,126.374,96.97,110.774,129.082,172.207,124.525,107.307,141.981,106.04,93.814,105.652,70.335,98.375,91.21,86.862,171.197,97.82,104.335,119.963,148.111,108.3,112.333,114.435,9.017,110.639,90.007,61.367,68.919,146.513,129.247,0,127.48,84.76,113.839,123.625,53.038,97.772,105.102,93.625,103.297,47.158,92.907,121.916,33.331,143.897,25.574,181.859,132.302,67.983,110.406,100.139, 
Capcuaro,130.2,108.834,110.759,121.402,77.7,62.114,144.064,126.777,9.672,13.686,137.239,140.632,74.353,36.86,136.786,63.956,128.609,96.462,74.613,150.066,159.482,83.442,85.233,204.883,25.568,19.099,89.344,86.608,28.002,24.124,210.958,149.77,106.375,123.752,137.556,7.47,125.33,151.307,134.089,95.104,120.054,40.456,120.093,83.459,24.461,99.882,36.09,124.32,110.669,25.233,146.745,101.234,135.082,139.115,141.217,142.846,137.421,42.384,127.209,109.981,173.295,156.029,127.48,0,46.527,139.788,149.573,84.95,34.199,120.251,119.574,30.557,79.766,96.834,24.16,103.644,17.273,124.469,138.849,80.688,76.823,22.205,126.087, 
Tingambato,87.869,61.062,100.856,111.499,31.862,16.276,106.209,88.922,55.725,47.825,99.384,102.777,28.515,23.46,98.931,23.764,110.03,58.607,36.759,112.211,121.627,56.489,58.646,167.028,37.972,42.412,50.77,48.034,31.624,23.007,173.103,111.915,96.472,85.897,99.701,47.906,106.751,113.452,96.234,76.525,82.199,15.642,82.238,45.605,37.05,61.308,25.537,105.741,72.814,26.329,108.89,82.655,97.227,101.26,103.362,104.992,99.566,27.516,89.354,72.126,135.44,118.174,84.76,46.527,0,102.238,112.023,42.855,42.234,82.701,82.024,47.759,39.176,58.215,43.218,63.054,63.271,86.92,120.464,62.303,38.204,31.708,88.537, 
Fraccionamiento Misin del Valle,116.489,104.3,80.007,65.353,85.582,89.292,6.7,31.456,125.355,120.841,13.767,2.481,82.234,108.591,15.769,88.297,120.962,48.099,70.079,21.322,29.313,90.2,87.583,140.416,110.988,115.428,62.693,73.452,123.037,121.109,146.491,12.406,78.947,25.431,14.084,141.167,117.682,21.138,21.469,100.285,29.615,102.465,29.227,60.207,110.066,60.079,98.553,116.673,35.994,116.42,14.985,93.587,16.851,15.643,11.048,105.707,4.558,117.641,62.742,45.514,43.126,24.269,113.839,139.788,102.238,0,13.187,82.036,117.455,28.406,24.604,122.98,86.691,56.014,136.733,112.76,158.715,90,105.138,96.605,71.711,125.223,16.316, 
lvaro Obregn,126.275,114.085,81.731,67.077,95.367,99.077,7.042,41.242,135.14,130.626,22.515,11.521,92.019,118.376,28.817,98.082,122.686,57.884,79.864,24.768,32.809,98.948,96.331,150.202,120.773,125.213,71.441,83.237,132.822,130.894,156.277,11.983,80.671,34.179,22.832,150.952,119.406,27.643,32.823,102.008,38.363,112.25,37.975,69.993,119.851,68.827,108.338,118.397,44.742,126.205,18.431,95.311,25.599,24.391,19.796,115.493,17.435,127.426,72.528,55.3,45.427,9.906,123.625,149.573,112.023,13.187,0,90.485,125.904,36.855,33.053,131.429,95.14,64.463,145.182,121.209,167.164,98.449,107.313,113.791,80.16,133.672,24.765, 
Opopeo,56.147,24.688,83.345,93.726,36.172,29.909,83.802,66.515,65.972,61.458,76.977,80.37,32.824,53.754,76.524,19.295,128.073,36.2,10.825,89.804,99.22,73.918,71.3,107.185,51.605,56.045,33.259,30.523,68.199,66.271,113.261,89.508,78.961,63.49,77.294,86.329,124.794,91.045,73.827,94.568,59.792,47.628,59.831,22.923,50.683,43.797,39.17,123.784,50.407,61.583,86.483,100.698,74.82,78.853,80.955,58.565,77.159,62.804,66.947,49.719,113.033,95.767,53.038,84.95,42.855,82.036,90.485,0,60.49,61.261,60.584,66.015,6.176,41.245,79.768,32.245,101.749,40.676,130.197,80.64,16.322,68.258,67.097, 
Nahuatzen,100.881,74.074,56.224,66.867,34.718,26.535,119.221,101.934,14.384,9.87,112.396,115.789,39.307,60.04,111.943,36.776,82.082,71.619,49.771,125.223,114.521,28.542,30.699,180.04,3.847,13.396,63.782,61.046,61.344,57.466,186.115,124.927,51.84,98.909,112.713,40.813,78.803,109.336,109.246,48.577,95.211,53.914,95.25,58.617,13.144,59.702,17.255,77.793,85.826,58.575,121.902,54.707,110.239,114.272,116.374,118.004,112.578,75.726,102.366,85.138,125.812,131.186,97.772,34.199,42.234,117.455,125.904,60.49,0,93.363,95.203,5.809,52.355,63.165,47.243,76.233,17.852,100.099,92.522,34.361,51.383,45.288,101.716, 
Conjunto Habitacional Villas del Pedregal,107.752,84.763,47.521,43.389,60.626,69.755,30.172,13.282,105.818,101.304,23.347,26.74,62.697,89.054,24.808,68.76,99.256,28.562,50.542,38.087,45.589,64.884,62.267,131.679,91.451,95.891,37.377,50.633,103.5,101.572,137.754,35.878,50.387,12.454,19.052,121.63,95.976,37.415,22.285,85.534,2.283,82.928,3.912,40.671,90.529,34.763,79.016,94.967,10.678,96.883,32.598,71.881,20.477,20.686,27.325,96.97,23.274,98.104,54.005,36.777,59.402,41.882,105.102,120.251,82.701,28.406,36.855,61.261,93.363,0,15.558,105.403,76.152,39.572,126.194,102.221,148.176,79.461,92.977,80.163,61.172,114.684,12.842, 
Morelos,96.275,84.086,59.842,55.71,65.368,69.078,26.37,10.576,105.141,100.627,19.545,22.938,62.02,88.377,19.092,68.083,111.577,27.885,49.865,32.372,41.788,77.206,74.589,120.202,90.774,95.214,49.699,53.238,102.823,100.895,126.277,32.076,62.708,7.987,19.862,120.953,108.297,33.613,16.395,97.856,16.621,82.251,16.233,39.993,89.852,47.085,78.339,107.288,23,96.206,29.051,84.202,17.388,21.421,23.523,85.493,19.727,97.427,42.528,25.3,55.601,38.335,93.625,119.574,82.024,24.604,33.053,60.584,95.203,15.558,0,100.565,64.276,42.767,114.318,90.345,136.3,67.585,96.173,83.358,49.296,102.808,8.703, 
Chern,106.406,79.599,59.52,70.163,40.243,32.06,124.746,95.964,19.909,15.395,117.921,121.314,44.832,66.561,117.468,42.301,85.378,77.144,55.296,130.748,117.817,31.838,33.995,185.565,9.372,18.921,69.307,66.571,57.703,53.825,191.64,130.452,55.136,104.434,118.238,37.172,82.099,112.632,114.771,51.873,95.721,70.157,95.76,64.142,18.669,62.998,22.78,81.089,86.336,54.934,127.427,58.003,115.764,119.797,121.899,123.529,118.103,72.085,107.891,90.663,129.108,136.711,103.297,30.557,47.759,122.98,131.429,66.015,5.809,105.403,100.565,0,57.88,66.461,54.36,81.758,13.368,105.624,120.368,62.207,56.908,52.405,107.241, 
Santa Clara del Cobre,50.267,22.855,88,98.381,40.827,26.23,88.457,71.17,62.293,57.779,81.632,85.025,37.479,48.569,81.179,15.616,132.728,40.855,15.48,94.459,103.875,78.573,75.955,112.817,47.926,52.366,37.914,35.178,63.015,61.167,118.893,94.163,83.616,68.145,81.949,81.145,129.449,95.7,78.482,99.223,64.447,42.443,64.486,27.578,47.004,48.452,35.491,128.439,55.062,56.398,91.138,105.353,79.475,83.508,85.61,49.274,81.814,57.619,71.602,54.374,117.688,100.422,47.158,79.766,39.176,86.691,95.14,6.176,52.355,76.152,64.276,57.88,0,45.824,73.639,28.144,69.592,46.126,134.776,85.219,20.901,62.129,71.676, 
Quiroga,96.016,64.748,44.115,54.758,30.429,45.269,57.78,30.133,77.263,72.749,50.955,54.348,37.048,65.637,52.416,44.273,88.842,26.861,30.526,65.695,73.197,34.687,32.07,135.238,66.965,71.405,7.356,20.612,80.083,80.206,141.313,63.486,39.731,40.062,46.66,98.213,85.563,65.023,49.893,55.337,29.89,59.511,29.929,36.783,66.043,4.566,54.53,84.553,20.505,73.466,60.206,61.467,48.085,48.294,54.933,98.759,50.882,74.687,57.564,40.336,87.01,69.49,92.907,96.834,58.215,56.014,64.463,41.245,63.165,39.572,42.767,66.461,45.824,0,93.329,73.533,99.847,82.328,90.232,40.675,26.528,81.819,40.119, 
Nuevo San Juan Parangaricutiro,124.636,103.27,134.446,145.089,78.398,58.478,138.499,121.212,33.358,37.372,131.674,135.067,75.05,31.295,131.221,58.391,152.296,90.897,69.049,144.501,153.917,107.129,108.92,199.318,49.254,42.785,83.779,81.043,17.758,20.488,205.393,144.205,130.062,118.187,131.991,25.539,149.017,145.742,128.524,118.791,114.489,34.892,114.528,77.895,48.147,94.317,67.739,148.007,105.104,20.481,141.18,124.921,129.517,133.55,135.652,137.282,131.856,36.82,121.644,104.416,167.73,150.464,121.916,24.16,43.218,136.733,145.182,79.768,47.243,126.194,114.318,54.36,73.639,93.329,0,98.526,40.692,119.352,162.268,104.107,71.705,13.151,120.969, 
Ario de Rosales,36.44,20.5,114.069,124.45,66.896,50.108,114.526,97.239,86.171,81.657,107.701,111.094,63.548,72.447,107.248,39.494,158.797,66.924,41.549,120.528,129.944,104.642,102.024,98.219,71.804,76.244,63.983,61.247,86.893,85.045,104.294,120.232,109.685,94.214,108.018,105.023,155.518,121.769,104.551,125.292,90.516,66.321,90.555,53.647,70.882,74.521,59.369,154.508,81.131,80.276,117.207,131.422,105.544,109.577,111.679,41.766,107.883,58.753,63.816,80.443,143.757,126.491,33.331,103.644,63.054,112.76,121.209,32.245,76.233,102.221,90.345,81.758,28.144,73.533,98.526,0,94.264,33.831,160.783,111.226,46.908,86.801,97.683, 
Paracho de Verduzco,146.617,125.251,93.453,104.096,52.286,44.103,160.481,129.896,23.736,27.75,153.656,157.049,56.875,53.277,153.203,54.344,111.303,112.879,91.03,166.483,151.75,66.136,67.927,221.3,21.415,33.163,105.761,103.025,44.419,40.541,227.375,166.187,89.069,140.169,153.973,23.887,108.024,146.565,150.506,77.798,129.653,56.873,129.692,99.876,38.525,96.931,34.823,107.014,120.268,41.65,163.162,83.928,151.499,155.532,157.634,159.263,153.838,58.801,143.626,126.398,163.041,172.446,143.897,17.273,63.271,158.715,167.164,101.749,17.852,148.176,136.3,13.368,69.592,99.847,40.692,94.264,0,117.217,122.053,63.892,68.501,39.329,118.834, 
Tacmbaro de Codallos,28.224,13.911,122.864,119.613,75.691,73.974,91.766,74.479,110.037,105.523,84.941,88.334,72.343,93.273,84.488,59.466,167.592,59.96,50.344,97.768,107.184,113.437,110.819,64.232,95.67,100.11,72.778,70.042,107.718,105.79,70.307,97.472,118.48,71.454,85.258,125.848,164.313,99.009,81.791,134.087,80.524,87.147,80.136,62.442,94.748,83.316,83.235,163.303,74.194,101.102,94.447,140.217,82.784,86.817,88.919,17.442,85.123,102.323,35.851,43.403,120.997,103.731,25.574,124.469,86.92,90,98.449,40.676,100.099,79.461,67.585,105.624,46.126,82.328,119.352,33.831,117.217,0,182.511,120.262,55.944,107.88,74.115, 
Purundiro,184.968,153.7,56.022,40.116,95.695,104.764,100.77,87.29,106.62,102.106,107.425,103.472,102.927,154.589,113.727,115.006,11.883,102.569,119.478,127.006,59.364,65.125,66.916,235.112,94.994,105.632,96.308,109.564,165.995,162.117,241.187,95.607,50.78,93.468,107.742,145.463,16.331,86.931,117.733,47.853,83.296,148.463,83.335,114.678,104.595,87.317,95.477,25.599,78.04,163.226,130.295,39.103,79.104,109.301,98.008,200.403,105.754,163.639,157.438,140.21,45.379,114.419,181.859,138.849,120.464,105.138,107.313,130.197,92.522,92.977,96.173,120.368,134.776,90.232,162.268,160.783,122.053,182.511,0,58.419,112.466,160.294,91.486, 
Zacapu,135.411,104.143,34.281,51.203,37.534,46.603,98.371,70.724,48.459,43.945,91.546,94.939,44.766,80.109,93.007,56.845,48.465,67.452,69.921,106.286,98.594,6.964,8.755,175.829,36.833,47.471,46.751,60.007,107.834,103.956,181.904,102.085,29.897,80.653,87.251,87.302,45.186,93.409,90.484,14.96,70.481,73.983,70.52,76.178,46.434,37.759,37.316,44.176,61.096,105.065,100.797,21.09,88.676,88.885,95.524,138.154,91.473,89.159,98.155,80.927,109.885,110.081,132.302,80.688,62.303,96.605,113.791,80.64,34.361,80.163,83.358,62.207,85.219,40.675,104.107,111.226,63.892,120.262,58.419,0,63.638,102.186,80.491, 
Ptzcuaro,71.092,39.824,67.064,77.707,20.385,25.258,73.477,56.19,61.321,56.807,66.652,70.045,17.037,45.626,66.199,24.262,111.792,25.875,5.603,79.479,88.895,57.637,55.019,134.296,46.954,51.394,16.978,14.242,60.072,60.195,140.371,79.183,62.68,53.165,66.969,78.202,108.513,80.72,63.502,78.287,49.467,39.5,49.506,14.448,46.032,27.516,34.519,107.503,40.082,53.455,76.158,84.417,64.495,68.528,70.63,73.836,66.834,54.676,56.622,39.394,102.708,85.442,67.983,76.823,38.204,71.711,80.16,16.322,51.383,61.172,49.296,56.908,20.901,26.528,71.705,46.908,68.501,55.944,112.466,63.638,0,58.689,55.887, 
Uruapan,113.126,91.76,122.355,132.998,66.888,46.968,126.989,109.702,31.403,35.417,120.164,123.557,63.54,19.785,119.711,46.881,150.34,79.387,57.539,132.991,142.407,105.173,106.964,187.808,47.299,40.83,72.269,69.533,8.415,8.978,193.883,132.695,117.971,106.677,120.481,23.584,147.061,134.232,117.014,116.835,102.979,23.382,103.018,66.385,46.192,82.807,56.229,146.051,93.594,8.971,129.67,122.965,118.007,122.04,124.142,125.772,120.346,25.31,110.134,92.906,156.22,138.954,110.406,22.205,31.708,125.223,133.672,68.258,45.288,114.684,102.808,52.405,62.129,81.819,13.151,86.801,39.329,107.88,160.294,102.186,58.689,0,107.84, 
Morelia,102.789,90.599,57.126,69.54,71.881,75.591,18.082,17.546,111.654,107.14,11.257,14.65,68.533,94.89,10.804,74.596,125.149,34.398,56.378,24.084,33.5,74.49,71.873,126.716,97.287,101.727,46.983,59.751,109.336,107.408,132.791,23.788,59.992,9.721,7.915,127.466,121.869,25.325,11.459,104.472,13.905,88.764,13.517,46.507,96.365,44.369,84.852,120.86,20.284,102.719,20.763,97.774,9.34,9.549,15.235,92.007,11.439,103.94,49.042,31.814,47.313,30.047,100.139,126.087,88.537,16.316,24.765,67.097,101.716,12.842,8.703,107.241,71.676,40.119,120.969,97.683,118.834,74.115,91.486,80.491,55.887,107.84,0, 
