LOCALIDADES,Novara,Capoacan,Paraso Novillero,La Cerquilla,El Nigromante,Acula,Tlapacoyan,Fraccionamiento los Prados,Los Mangos,Xochiapa,Colonia Benito Jurez,Linda Vista,Nopaltepec,Benemrito Jurez,Huazuntln,Saltabarranca,Aguilera,Morelos,Ocozotepec,Corral Nuevo,San Bartolo,Estero del Pantano,Los Tigres (San Marcos),Mapachapa,San Jos Chiltepec,Tres Zapotes,Colonia Lealtad,Dehesa,Hueyapan de Ocampo,Abasolo del Valle,Sihuapan,Nuevo Ixcatln,Estacin Juanita,Puerto Esmeralda,Mara Lombardo de Caso,Calera,Hidalgotitln,Tlacojalpan,Salto de Eyipantla,Jess Carranza,San Juan Evangelista,Chacaltianguis,Buena Vista,Otatitln,Gabino Barreda,San Pedro Mrtir,Comoapan,Soteapan,Soconusco,Mecayapan,Juan Daz Covarrubias,Villa Azueta,Coacotla,Chinameca,El Naranjito,Tlacotalpan,Cuichapa,Tatahuicapan,Mundo Nuevo,Pajapan,Lomas de Barrillas,Playa Vicente,Zaragoza,Texistepec,Ixhuatln del Sureste,Angel R. Cabada,Oluta,Sayula de Alemn,Juan Rodrguez Clara,Oteapan,Santiago Tuxtla,Fraccionamiento Ciudad Olmeca,Carlos A. Carrillo,Lerdo de Tejada,Cosoleacaque,Alvarado,Allende,Nanchital de Lzaro Crdenas del Ro,Isla,Catemaco,Cosamaloapan,Loma Bonita,Jltipan de Morelos,Minatitln,Acayucan,San Andrs Tuxtla,San Juan Bautista Tuxtepec,Minatitln,Coatzacoalcos, 
Sayula de Alemn,139.747,77.242,128.647,11.65,129.287,138.564,124.756,39.589,68.54,178.836,54.602,97.266,136.039,122.208,47.114,162.184,10.002,47.164,55.68,46.671,135.457,62.716,52.712,48.866,158.351,129.249,12.675,10.427,55.114,85.776,99.758,74.289,38.65,66.606,156.233,100.688,83.384,128.032,106.919,64.458,22.181,137.379,53.38,143.653,136.973,43.313,102.943,52.016,13.473,57.211,55.663,91.468,36.95,37.385,45.032,159.515,90.605,58.395,74.198,67.345,66.152,118.853,41.523,21.095,67.117,148.572,10.894,0,53.403,37.822,123.09,69.269,120.718,160.901,39.776,190.378,76.867,77.956,66.759,95.076,115.821,108.525,30.991,48.78,10.035,104.596,151.207,48.459,69.59, 
Juan Rodrguez Clara,90.101,129.267,81.832,41.704,79.64,91.749,77.537,91.613,52.995,129.189,106.626,47.619,89.224,72.562,99.138,118.299,63.235,99.188,107.704,63.195,85.811,114.741,15.226,100.891,108.705,82.03,64.699,51.982,43.972,34.654,95.875,59.818,35.093,118.631,136.942,97.214,135.409,78.385,102.685,117.691,47.503,90.564,105.404,94.006,87.326,95.337,98.709,104.04,65.497,109.235,39.579,41.822,88.974,89.409,97.057,112.7,142.63,110.419,126.223,119.369,118.177,69.206,93.547,73.12,119.142,104.688,62.919,53.403,0,88.044,76.012,119.491,74.039,113.824,89.998,143.699,127.089,128.178,17.103,102.217,69.142,58.869,81.213,99.002,60.257,84.56,101.55,98.681,119.812, 
Oteapan,176.268,43.629,158.523,48.172,165.808,168.44,154.632,5.052,84.716,215.357,44.067,133.787,165.915,158.729,25.495,178.36,47.654,63.34,45.145,62.847,171.978,29.211,89.233,15.361,194.872,159.125,28.851,40.871,71.29,122.298,115.934,110.81,75.171,33.101,193.884,116.864,49.771,164.553,123.095,102.11,58.703,167.255,48.425,180.174,173.494,8.775,119.119,41.481,26.945,38.33,71.839,127.99,9.877,3.845,9.607,189.391,57.1,36.776,40.693,34.61,32.647,155.374,6.985,27.708,33.612,164.748,29.619,37.822,88.044,0,136.222,36.163,150.348,173.827,4.96,206.829,43.761,44.85,103.206,110.794,145.451,144.972,8.229,15.5,29.254,120.314,199.277,15.178,36.484, 
Santiago Tuxtla,132.059,191.477,103.543,113.969,121.775,101.656,17.437,137.985,51.806,171.324,118.827,89.828,110.935,114.77,123.904,42.13,132.922,106.683,120.49,74.013,128.019,176.951,90.837,163.101,160.144,21.93,110.952,124.247,69.472,110.266,20.35,135.429,112.739,180.841,179.077,21.689,197.619,120.594,27.16,187.379,119.768,112.275,112.899,136.215,129.284,141.709,23.184,124.824,111.868,130.019,65.102,84.031,135.346,135.78,159.267,68.649,204.84,135.185,188.433,144.135,180.387,111.341,139.919,125.628,181.352,28.518,114.043,123.09,76.012,136.222,0,169.44,94.842,37.659,138.238,70.661,177.038,178.127,63.865,27.963,89.945,100.989,129.453,148.777,108.24,16.222,143.771,148.455,169.761, 
Fraccionamiento Ciudad Olmeca,207.715,56.553,189.592,79.619,197.255,199.509,185.7,32.796,117.873,246.804,66.204,165.234,196.984,190.176,47.632,211.516,79.101,96.497,67.282,96.003,203.425,19.438,120.68,19.251,226.319,190.193,62.007,78.396,104.446,153.745,149.09,142.257,106.618,5.213,225.332,150.021,62.695,196,156.252,133.557,90.15,198.324,70.562,211.621,204.941,31.601,152.276,63.618,60.102,60.467,104.995,159.437,40.723,39.312,28.244,220.46,52.535,56.284,23.431,48.91,4.356,186.821,37.244,60.864,39.489,197.905,62.775,69.269,119.491,36.163,169.44,0,180.557,220.74,30.32,250.217,25.68,26.769,134.075,142.695,175.66,175.841,40.13,25.387,61.154,152.214,229.486,23.662,11.114, 
Carlos A. Carrillo,57.484,189.105,28.967,111.996,119.802,24.713,96.156,161.447,106.821,169.351,167.124,54.528,36.36,69.966,159.636,76.76,130.55,159.686,168.202,102.339,67.533,174.579,88.864,160.729,85.569,100.649,125.197,122.274,97.798,108.293,114.494,133.456,110.766,178.469,177.104,115.833,195.247,37.123,121.304,185.007,117.795,19.38,165.902,49.808,54.709,161.092,117.328,164.538,125.995,169.733,93.405,48.731,149.472,149.907,156.895,39.999,202.468,170.917,186.061,179.867,178.015,109.368,154.045,133.617,178.98,81.767,123.416,120.718,74.039,150.348,94.842,180.557,0,72.733,153.554,71.439,190.267,191.356,62.551,122.825,6.043,83.75,144.769,162.18,123.814,105.168,69.193,161.859,182.99, 
Lerdo de Tejada,128.437,229.288,99.921,151.781,159.586,66.182,30.705,175.59,89.411,209.135,156.432,127.64,107.313,140.919,161.509,4.935,170.733,144.288,158.095,111.618,138.487,214.762,128.649,200.912,156.522,26.181,148.557,162.059,107.077,148.078,57.955,173.241,150.551,218.652,216.888,59.294,235.43,108.234,64.765,225.19,157.58,90.491,150.504,120.919,125.662,179.314,60.789,162.429,149.473,167.624,102.707,121.843,172.951,173.385,197.078,33.175,242.651,172.79,226.244,181.74,218.198,149.152,177.524,163.233,219.163,10.49,151.648,160.901,113.824,173.827,37.659,220.74,72.733,0,174.56,35.165,213.36,214.449,100.187,64.285,77.273,137.311,165.775,185.099,144.562,52.544,140.423,184.777,206.083, 
Cosoleacaque,178.222,38.76,160.477,50.126,167.762,170.394,156.586,1.283,86.67,217.311,48.331,135.741,167.869,160.683,29.759,180.313,49.608,65.294,49.409,64.801,173.932,24.342,91.187,10.492,196.826,161.079,30.804,42.825,73.243,124.252,117.888,112.764,77.125,28.232,195.838,118.818,44.902,166.507,125.049,104.064,60.657,169.209,71.51,182.128,175.448,4.483,121.073,45.745,28.899,42.594,73.793,129.944,9.211,8.109,3.694,191.345,52.231,41.04,35.824,38.874,27.778,157.328,5.732,29.662,28.743,166.702,31.572,39.776,89.998,4.96,138.238,30.32,153.554,174.56,0,208.645,39.074,40.163,105.023,112.611,155.23,146.789,10.046,10.813,31.07,122.13,209.056,10.491,31.797, 
Alvarado,127.143,258.765,98.627,181.656,189.462,64.888,64.256,208.592,122.413,239.011,189.434,124.345,106.019,139.625,194.511,38.486,200.21,177.29,191.097,144.62,137.193,244.239,158.524,230.389,155.228,59.732,181.559,191.934,140.079,177.953,90.957,203.116,180.426,248.129,246.764,92.296,264.907,106.94,97.767,254.667,187.455,89.197,183.506,119.625,124.368,230.752,93.791,195.431,182.475,200.626,135.709,118.548,205.953,206.387,226.555,31.881,272.128,205.792,255.721,214.742,247.675,179.028,210.526,203.277,248.64,43.493,193.076,190.378,143.699,206.829,70.661,250.217,71.439,35.165,208.645,0,259.414,260.503,131.698,98.571,75.19,152.898,200.061,219.385,178.848,86.83,138.34,219.063,252.137, 
Allende,215.313,61.913,197.19,87.217,204.853,207.107,193.298,40.394,125.471,254.402,87.132,172.832,204.582,197.774,68.56,219.114,86.699,104.095,88.21,103.601,211.023,14.598,128.278,31.095,233.917,197.791,69.605,85.994,112.044,161.343,156.688,149.855,114.216,23.377,232.93,157.619,68.055,203.598,163.85,141.155,97.748,205.922,110.311,219.219,212.539,36.962,159.874,84.546,67.7,81.395,112.593,167.035,48.321,46.91,35.842,228.058,34.981,79.841,5.876,66.438,23.275,194.419,44.842,68.462,24.588,205.503,70.373,76.867,127.089,43.761,177.038,25.68,190.267,213.36,39.074,259.414,0,10.11,140.338,148.958,181.923,182.104,46.393,30.151,67.417,158.477,235.749,28.426,13.518, 
Nanchital de Lzaro Crdenas del Ro,216.402,63.002,198.279,88.306,205.942,208.196,194.387,41.483,126.56,255.491,88.221,173.921,205.671,198.863,69.649,220.203,87.788,105.184,89.299,104.69,212.112,15.687,129.367,32.184,235.006,198.88,70.694,87.083,113.133,162.432,157.777,150.944,115.305,24.466,234.019,158.708,69.144,204.687,164.939,142.244,98.837,207.011,111.4,220.308,213.628,38.051,160.963,85.635,68.789,82.484,113.682,168.124,49.41,47.999,36.931,229.147,27.747,80.93,6.686,67.527,24.364,195.508,45.931,69.551,7.312,206.592,71.462,77.956,128.178,44.85,178.127,26.769,191.356,214.449,40.163,260.503,10.11,0,133.96,142.58,175.545,175.726,40.015,24.231,61.039,152.099,229.371,22.506,16.634, 
Isla,77.743,142.623,69.474,55.06,58.89,79.391,65.179,104.969,65.657,108.439,119.982,35.261,76.866,60.203,112.494,105.941,76.591,112.544,121.06,61.175,73.452,128.097,31.928,114.247,96.346,69.672,78.055,65.337,56.634,49.395,83.517,76.52,53.829,131.987,116.192,84.856,148.765,66.027,90.327,131.047,60.858,78.206,118.76,81.648,74.968,108.693,86.351,117.396,78.853,122.591,52.241,29.464,102.33,102.765,110.413,100.342,155.986,123.775,139.579,132.725,131.533,48.456,106.903,86.476,132.498,92.33,76.275,66.759,17.103,103.206,63.865,134.075,62.551,100.187,105.023,131.698,140.338,133.96,0,90.211,57.136,46.855,96.291,114.08,75.335,72.554,89.536,113.759,134.89, 
Catemaco,158.264,151.135,129.748,80.497,147.98,129.565,43.642,112.558,26.379,197.529,93.4,116.033,137.14,140.975,98.476,70.039,104.908,81.256,95.063,48.585,154.224,136.717,117.042,122.867,186.349,48.135,85.525,91.731,44.045,136.471,7.613,137.533,101.894,140.607,205.282,8.544,157.277,146.799,14.774,159.364,85.426,138.48,87.472,162.42,155.489,116.281,10.798,99.396,86.441,104.591,39.675,110.236,109.918,110.353,117.113,96.558,164.606,109.757,148.199,118.707,140.153,137.546,114.491,100.2,141.118,56.427,88.615,95.076,102.217,110.794,27.963,142.695,122.825,64.285,112.611,98.571,148.958,142.58,90.211,0,117.202,128.246,104.032,123.357,82.82,12.047,171.028,123.035,144.341, 
Cosamaloapan,52.587,184.208,24.071,107.099,114.905,23.535,91.259,156.55,101.924,164.454,162.227,56.847,31.463,65.069,154.739,80.595,125.653,154.789,163.305,97.442,62.636,169.682,83.967,155.832,80.672,95.752,120.3,117.377,92.901,103.396,109.597,128.559,105.869,173.572,172.207,110.936,190.35,39.442,116.407,180.11,112.898,21.699,161.005,64.576,49.812,156.195,112.431,159.641,121.098,164.836,88.508,51.05,144.575,145.01,151.998,43.834,197.571,166.02,181.164,174.97,173.118,104.471,149.148,128.72,174.083,85.602,118.519,115.821,69.142,145.451,89.945,175.66,6.043,77.273,155.23,75.19,181.923,175.545,57.136,117.202,0,78.144,139.162,156.573,118.207,99.561,63.586,156.252,177.383, 
Loma Bonita,33.577,184.389,54.4,96.826,65.834,100.591,102.303,146.735,102.781,102.464,161.748,12.519,51.804,16.037,154.26,143.065,118.357,154.31,162.826,98.299,29.286,169.863,73.694,156.013,52.18,106.796,119.821,107.104,93.758,93.123,120.641,112.013,95.596,173.753,110.217,121.98,190.531,19.737,127.451,172.813,102.625,36.921,160.526,37.482,30.802,150.459,123.475,159.162,120.619,164.357,89.365,19.747,144.096,144.531,152.179,121.542,197.752,165.541,181.345,174.491,173.299,53.597,148.669,128.242,174.264,129.454,118.041,108.525,58.869,144.972,100.989,175.841,83.75,137.311,146.789,152.898,182.104,175.726,46.855,128.246,78.144,0,137.985,155.774,117.029,109.406,44.785,155.453,176.584, 
Jltipan de Morelos,169.437,48.571,151.692,41.341,158.977,161.609,147.801,9.993,77.885,208.526,47.628,126.956,159.084,151.898,29.056,171.529,40.823,56.509,48.706,56.016,165.147,34.152,82.402,20.302,188.041,152.294,22.019,34.04,64.459,115.467,109.103,103.979,68.34,38.042,187.053,110.033,54.713,157.722,116.264,95.279,51.872,160.424,62.725,173.343,166.663,13.717,112.288,45.042,20.114,41.891,65.008,121.159,7.913,6.546,14.548,182.56,62.041,40.337,45.634,38.171,37.588,148.543,11.926,20.877,38.553,157.917,22.787,30.991,81.213,8.229,129.453,40.13,144.769,165.775,10.046,200.061,46.393,40.015,96.291,104.032,139.162,137.985,0,21.119,22.422,113.482,192.446,20.797,42.103, 
Minatitln,187.226,33.127,169.103,59.13,176.766,179.02,165.212,12.133,97.21,226.315,58.871,144.745,176.495,169.687,40.299,190.853,58.612,75.834,59.949,75.34,182.936,17.91,100.191,6.969,205.83,169.705,41.344,57.907,83.783,133.256,128.427,121.768,86.129,23.299,204.843,129.358,39.269,175.511,135.589,113.068,69.661,177.835,82.05,191.132,184.452,8.175,131.613,56.285,39.439,53.134,84.332,138.948,20.06,18.649,7.581,199.971,46.257,51.58,29.392,42.312,22.845,166.332,16.581,40.201,22.769,177.242,42.112,48.78,99.002,15.5,148.777,25.387,162.18,185.099,10.813,219.385,30.151,24.231,114.08,123.357,156.573,155.774,21.119,0,41.237,132.297,209.676,2.902,24.734, 
Acayucan,148.481,69.595,130.737,20.385,138.021,140.654,123.92,31.017,56.673,187.57,42.734,106,138.129,130.942,38.542,150.316,19.867,35.297,43.812,34.803,144.191,55.176,61.446,41.326,167.085,128.413,2.378,10.061,43.246,94.511,87.89,83.023,47.384,59.066,166.098,88.821,75.737,136.766,95.052,74.323,30.916,139.469,41.513,152.387,145.707,34.741,91.076,40.148,4.9,45.343,43.795,100.203,28.378,28.812,35.572,161.605,83.065,49.823,66.658,58.773,58.612,127.587,32.951,14.423,59.577,136.705,4.222,10.035,60.257,29.254,108.24,61.154,123.814,144.562,31.07,178.848,67.417,61.039,75.335,82.82,118.207,117.029,22.422,41.237,0,92.607,172.021,42.122,63.428, 
San Andrs Tuxtla,140.607,160.655,112.091,90.017,130.323,117.824,31.901,122.077,35.898,179.872,102.919,98.377,119.483,123.319,107.996,58.297,114.428,90.775,104.582,58.105,136.568,146.236,99.385,132.386,168.692,36.394,95.044,101.25,53.564,118.814,4.442,143.977,111.414,150.126,187.625,5.781,166.797,129.143,10.871,168.884,94.946,120.823,96.991,144.764,137.832,125.801,6.895,108.916,95.96,114.111,49.194,92.58,119.438,119.872,126.632,84.817,174.125,119.277,157.718,128.227,149.672,119.889,124.011,109.72,150.637,44.686,98.135,104.596,84.56,120.314,16.222,152.214,105.168,52.544,122.13,86.83,158.477,152.099,72.554,12.047,99.561,109.406,113.482,132.297,92.607,0,151.945,132.786,154.092, 
San Juan Bautista Tuxtepec,19.81,238.034,39.842,139.507,70.654,86.033,145.085,210.376,155.75,107.285,216.053,55.2,37.246,30.595,208.565,143.745,161.039,208.615,217.131,151.268,7.947,223.508,116.375,209.658,16.675,149.578,174.126,149.785,146.727,96.194,163.423,116.833,138.277,227.398,115.037,164.762,244.176,43.319,170.233,218.888,145.306,60.504,214.831,30.103,17.035,210.021,166.257,213.467,174.924,218.662,142.334,62.428,198.401,198.836,205.824,106.984,251.397,219.846,234.99,228.796,226.944,58.417,202.974,182.546,227.909,148.752,172.345,151.207,101.55,199.277,143.771,229.486,69.193,140.423,209.056,138.34,235.749,229.371,89.536,171.028,63.586,44.785,192.446,209.676,172.021,151.945,0,189.122,210.253, 
Minatitln,186.905,32.805,168.782,58.809,176.445,178.699,164.891,11.811,96.888,225.994,58.549,144.424,176.174,169.366,39.977,190.531,58.291,75.512,59.627,75.018,182.615,16.185,99.87,5.244,205.509,169.384,41.022,57.586,83.461,132.935,128.105,121.447,85.808,21.574,204.522,129.036,38.947,175.19,135.267,112.747,69.34,177.514,81.728,190.811,184.131,7.854,131.291,55.963,39.117,52.812,84.01,138.627,19.738,18.327,7.259,199.65,44.532,51.258,27.667,40.587,21.12,166.011,16.259,39.879,21.044,176.92,41.79,48.459,98.681,15.178,148.455,23.662,161.859,184.777,10.491,219.063,28.426,22.506,113.759,123.035,156.252,155.453,20.797,2.902,42.122,132.786,189.122,0,22.46, 
Coatzacoalcos,208.036,54.637,189.913,79.94,197.576,199.83,186.021,33.117,118.194,247.125,69.926,165.555,197.305,190.497,51.354,211.837,79.422,96.818,71.004,96.324,203.746,7.322,121.001,22.972,226.64,190.514,62.328,78.717,104.767,154.066,149.411,142.578,106.939,9.213,225.653,150.342,60.779,196.321,156.573,133.878,90.471,198.645,74.284,211.942,205.262,29.686,152.597,67.34,60.423,64.189,105.316,159.758,41.044,39.633,28.565,220.781,41.863,60.006,12.759,52.632,8.709,187.142,37.565,61.185,31.47,198.226,63.096,69.59,119.812,36.484,169.761,11.114,182.99,206.083,31.797,252.137,13.518,16.634,134.89,144.341,177.383,176.584,42.103,24.734,63.428,154.092,210.253,22.46,0, 
